VehicleAge,Make,VehOdo,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,WarrantyCost,IsBadBuy
0.777778,CHEVROLET,0.647035,0.12576,0.147257,0.257533,0
0.333333,CHEVROLET,0.454478,0.20202,0.227994,0.147527,0
0.555556,CHRYSLER,0.656395,0.133765,0.154407,0.131751,0
0.666667,MITSUBISHI,0.516061,0.066586,0.090554,0.080443,0
0.444444,DODGE,0.373039,0.114361,0.14503,0.092951,0
0.444444,NISSAN,0.690104,0.164088,0.195215,0.037095,0
0.333333,CHEVROLET,0.577616,0.189376,0.204565,0.037806,0
0.333333,FORD,0.629847,0.139847,0.174811,0.065094,0
0.444444,MERCURY,0.597563,0.160976,0.210202,0.165009,0
0.333333,CHEVROLET,0.578058,0.241366,0.281369,0.107021,0
0.444444,CHEVROLET,0.549643,0.16966,0.210862,0.176379,0
0.444444,CHRYSLER,0.65736,0.189206,0.221944,0.131751,0
0.777778,CHEVROLET,0.702774,0.070206,0.095724,0.282831,0
0.555556,CHEVROLET,0.412591,0.174639,0.193318,0.065094,0
0.555556,DODGE,0.675522,0.275083,0.322838,0.165009,0
0.111111,CHRYSLER,0.292834,0.240687,0.250653,0.059693,0
0.333333,FORD,0.752714,0.415241,0.484037,0.055571,0
0.444444,PONTIAC,0.550572,0.17478,0.21034,0.176379,0
0.222222,FORD,0.645358,0.259921,0.326083,0.14838,0
0.444444,FORD,0.409353,0.113541,0.152289,0.065094,0
0.666667,MAZDA,0.473389,0.128249,0.160539,0.07689,1
0.777778,PONTIAC,0.684008,0.074704,0.100124,0.319784,0
0.333333,MITSUBISHI,0.558859,0.223206,0.250158,0.010091,0
0.222222,CHEVROLET,0.726482,0.219614,0.236876,0.240193,0
0.555556,CHRYSLER,0.610224,0.086358,0.103424,0.098493,0
0.333333,DODGE,0.724299,0.106667,0.137797,0.111001,1
0.555556,KIA,0.622822,0.063304,0.087612,0.048465,0
0.333333,HYUNDAI,0.365211,0.144655,0.162876,0.002843,0
0.444444,KIA,0.333225,0.094617,0.129355,0.022882,0
0.444444,DODGE,0.737501,0.226233,0.289894,0.184906,1
0.222222,MAZDA,0.552456,0.296354,0.331913,0.051592,0
0.333333,CHEVROLET,0.675693,0.239357,0.293304,0.231524,0
0.222222,KIA,0.295477,0.149917,0.173601,0,0
0.444444,CHEVROLET,0.77442,0.173705,0.201842,0.145395,0
0.444444,PONTIAC,0.448427,0.165304,0.186168,0.07689,0
0.222222,CHEVROLET,0.634103,0.214692,0.233026,0.214895,0
0.444444,DODGE,0.456742,0.183803,0.196618,0.088687,0
0.333333,CHEVROLET,0.643247,0.19987,0.226207,0.214895,0
0.222222,DODGE,0.718582,0.245891,0.269792,0.147953,0
0.444444,DODGE,0.563657,0.125081,0.148604,0.079306,0
0.333333,SUZUKI,0.460205,0.13105,0.151904,0.006111,0
0.333333,CHEVROLET,0.574631,0.205669,0.227444,0.176379,0
0.111111,CHEVROLET,0.586769,0.222216,0.239874,0.176379,0
0.444444,CHEVROLET,0.620928,0.212316,0.243091,0.098493,0
0.444444,KIA,0.363958,0.124261,0.141482,0.002843,0
0.444444,SUZUKI,0.333865,0.083472,0.112498,0.002843,0
0.444444,FORD,0.594597,0.173196,0.202227,0.14838,0
0.555556,GMC,0.828076,0.222046,0.290747,0.124929,1
0.444444,CHEVROLET,0.697291,0.255905,0.307851,0.147953,0
0.444444,KIA,0.284962,0.151585,0.170796,0,0
0.444444,FORD,0.668064,0.145928,0.201017,0.14838,0
0.555556,CHEVROLET,0.685784,0.169547,0.208937,0.129477,0
0.555556,CHEVROLET,0.754428,0.103244,0.13348,0.240193,0
0.666667,CHEVROLET,0.726905,0.16355,0.20297,0.153638,0
1,CHEVROLET,0.545612,0.054338,0.070782,0.219016,0
0.333333,SUZUKI,0.289489,0.139394,0.155754,0,1
0.555556,CHRYSLER,0.583108,0.077645,0.110463,0.093235,0
0.222222,MAZDA,0.693936,0.295958,0.335872,0.092524,0
0.222222,FORD,0.608583,0.249088,0.290829,0.14838,0
0.777778,CHEVROLET,0.517287,0.152264,0.179376,0.219016,0
0.555556,NISSAN,0.615247,0.106978,0.128668,0.031836,0
0.333333,CHEVROLET,0.677777,0.125619,0.148632,0.048465,0
0.888889,SATURN,0.764483,0.060023,0.081397,0.319784,1
0.666667,DODGE,0.632895,0.068113,0.085549,0.131751,0
0.222222,CHRYSLER,0.538434,0.194948,0.231899,0.134878,0
0.333333,SUZUKI,0.380082,0.123412,0.14129,0.002843,0
0.555556,CHRYSLER,0.789408,0.09012,0.111178,0.166003,0
0.666667,CHEVROLET,0.805946,0.14969,0.178248,0.124929,0
0.555556,MITSUBISHI,0.479692,0.113286,0.121078,0.006111,0
0.666667,SATURN,0.690609,0.092581,0.12358,0.055571,0
0.666667,CHEVROLET,0.588771,0.232512,0.278235,0.207646,1
0.444444,SCION,0.739242,0.197013,0.233549,0.018761,0
0.444444,CHRYSLER,0.749324,0.13583,0.153252,0.129477,0
0.444444,HYUNDAI,0.660841,0.174865,0.202337,0.065094,0
0.222222,DODGE,0.429075,0.209544,0.21276,0.041501,0
0.333333,CHEVROLET,0.532257,0.224422,0.256043,0.176379,0
0.222222,CHEVROLET,0.336381,0.16686,0.178358,0.022882,0
0.222222,CHEVROLET,0.598691,0.214381,0.244493,0.231524,0
0.111111,CHRYSLER,0.386782,0.17065,0.177506,0.072911,0
0.111111,DODGE,0.355842,0.211807,0.225959,0.052871,1
0.888889,MAZDA,0.668254,0.061947,0.079005,0.124503,0
0.333333,CHEVROLET,0.49651,0.19806,0.237811,0.159323,0
0.666667,MITSUBISHI,0.624968,0.156677,0.176076,0.081865,0
0.666667,DODGE,0.50891,0.071932,0.105321,0.079306,0
0.777778,FORD,0.639983,0.233502,0.261515,0.124503,0
0.444444,CHRYSLER,0.539714,0.108958,0.129878,0.107021,0
0.555556,NISSAN,0.559508,0.104546,0.125725,0.010091,1
0.666667,FORD,0.612307,0.175346,0.197333,0.048465,0
0.222222,CHEVROLET,0.675351,0.205782,0.230936,0.214895,1
0.444444,PONTIAC,0.428173,0.129522,0.160346,0.147527,0
0.666667,KIA,0.678913,0.162815,0.19593,0.221717,1
0.777778,HYUNDAI,0.685992,0.065709,0.084147,0.098209,0
0.888889,CHRYSLER,0.659876,0.073431,0.096741,0.174389,1
0.333333,DODGE,0.790382,0.274291,0.34184,0.206936,0
0.111111,CHRYSLER,0.461593,0.17065,0.177506,0.088687,0
0.444444,SATURN,0.632697,0.165531,0.200852,0.165009,0
0.444444,DODGE,0.33346,0.150143,0.169339,0.072911,0
0.222222,FORD,0.700691,0.237094,0.291764,0.16643,0
0.222222,DODGE,0.414061,0.204537,0.211055,0.041501,1
0.555556,DODGE,0.657541,0.087404,0.114313,0.031836,0
0.222222,CHEVROLET,0.704623,0.167199,0.180228,0.25867,0
0.666667,FORD,0.694992,0.066416,0.086814,0.116686,1
0.444444,DODGE,0.68114,0.113795,0.155864,0.184906,0
0.333333,CHEVROLET,0.617583,0.218454,0.239874,0.214895,0
0.666667,FORD,0.680635,0.070291,0.093139,0.264355,0
0.111111,CHEVROLET,0.638558,0.237717,0.266383,0.214895,1
0.444444,CHEVROLET,0.449068,0.15167,0.176956,0.029704,0
0.555556,SATURN,0.609151,0.100416,0.122315,0.048465,0
0.222222,DODGE,0.390281,0.213787,0.228709,0.032831,0
0.444444,CHEVROLET,0.707914,0.173847,0.200962,0.240193,0
0.555556,PONTIAC,0.767341,0.138574,0.171071,0.240193,0
0.333333,FORD,0.622777,0.182672,0.212925,0.14838,0
0.333333,CHRYSLER,0.727293,0.194948,0.211027,0.129477,0
0.444444,DODGE,0.709627,0.10514,0.130235,0.111001,0
0.666667,FORD,0.674305,0.102141,0.129603,0.098493,1
0.555556,CHRYSLER,0.748422,0.108449,0.13051,0.147953,0
0.222222,CHRYSLER,0.618719,0.204169,0.228984,0.165009,0
0.444444,CHEVROLET,0.634726,0.137584,0.164196,0.081865,0
0.111111,CHRYSLER,0.404736,0.214409,0.218727,0.052871,0
0.888889,HYUNDAI,0.433142,0.041071,0.056895,0.048749,0
0.555556,NISSAN,0.382688,0.165757,0.201182,0.012933,0
0.333333,SUZUKI,0.27929,0.14375,0.160649,0,0
0.555556,JEEP,0.621947,0.220688,0.248096,0.181637,1
0.444444,NISSAN,0.642706,0.153848,0.179623,0.015208,0
0.444444,NISSAN,0.732767,0.153283,0.168431,0.018761,0
0.333333,FORD,0.78535,0.100444,0.122095,0.083997,0
0.333333,SATURN,0.58722,0.261562,0.288547,0.093235,1
0.333333,CHEVROLET,0.442503,0.191016,0.215592,0.053297,0
0.111111,DODGE,0.313783,0.250955,0.257418,0.042638,0
0.333333,FORD,0.539606,0.262297,0.297126,0.093235,0
0.777778,FORD,0.547758,0.107204,0.130483,0.080443,1
0.666667,CHRYSLER,0.761624,0.133256,0.161611,0.227544,0
0.555556,PONTIAC,0.766286,0.095833,0.124488,0.16643,1
0.666667,CHEVROLET,0.721468,0.251718,0.27235,0.184906,0
0.444444,NISSAN,0.678814,0.1586,0.184133,0.037095,0
0.555556,DODGE,0.725183,0.125675,0.165021,0.018761,0
0.777778,DODGE,0.708392,0.091534,0.106723,0.190591,0
0.444444,HYUNDAI,0.503237,0.167991,0.19076,0.037806,1
0.555556,DODGE,0.573729,0.208073,0.236546,0.107021,0
0.222222,SATURN,0.739476,0.306254,0.350007,0.184906,0
0.444444,PONTIAC,0.690726,0.216559,0.250791,0.129477,0
0.666667,KIA,0.477988,0.109439,0.13887,0.029704,0
0.333333,CHRYSLER,0.688508,0.151501,0.172804,0.147953,0
0.333333,DODGE,0.550355,0.14457,0.164086,0.107021,0
0.777778,TOYOTA,0.637999,0.138008,0.152537,0.057845,0
0.333333,CHEVROLET,0.687543,0.182983,0.205417,0.240193,0
0.333333,CHRYSLER,0.610423,0.156818,0.175828,0.131751,0
0.777778,CHRYSLER,0.93123,0.066868,0.086924,0.228539,0
0.444444,CHEVROLET,0.443278,0.118915,0.150502,0.147527,0
0.777778,CHRYSLER,0.362578,0.0779,0.097759,0.115549,0
0.333333,FORD,0.4507,0.244505,0.280984,0.029704,0
0.444444,CHRYSLER,0.769235,0.131729,0.162794,0.166003,0
0.555556,KIA,0.578599,0.091477,0.109006,0.010091,0
0.222222,CHEVROLET,0.558796,0.185981,0.220514,0.190307,0
0.444444,KIA,0.537956,0.073346,0.088382,0.010091,1
0.444444,CHRYSLER,0.636385,0.179249,0.221009,0.165009,1
0.222222,CHEVROLET,0.410309,0.171103,0.180916,0.029704,0
0.444444,CHRYSLER,0.616356,0.113993,0.136862,0.131751,0
0.222222,FORD,0.809571,0.230815,0.276777,0.083997,0
0.222222,CHRYSLER,0.66067,0.217747,0.225299,0.098493,0
0.555556,FORD,0.593983,0.090459,0.119978,0.065094,0
0.222222,CHEVROLET,0.569473,0.186915,0.195903,0.037806,0
0.444444,CHEVROLET,0.730071,0.224677,0.265998,0.240193,0
0.444444,KIA,0.600548,0.196674,0.236134,0.181637,0
0.222222,DODGE,0.494878,0.237236,0.2597,0.088687,0
0.333333,PONTIAC,0.664511,0.189602,0.220514,0.214895,0
0.555556,JEEP,0.740522,0.145674,0.173958,0.037095,0
0.444444,NISSAN,0.695379,0.224366,0.241193,0.018761,0
0.333333,CHEVROLET,0.734471,0.161061,0.185398,0.055571,0
0.333333,FORD,0.64075,0.18683,0.215069,0.14838,0
0.666667,FORD,0.685442,0.108591,0.136202,0.153638,1
0.333333,PONTIAC,0.531337,0.215597,0.238911,0.093235,1
0.333333,CHRYSLER,0.464858,0.167907,0.193648,0.065094,0
0.555556,FORD,0.645222,0.083784,0.106036,0.098493,1
0.333333,FORD,0.718762,0.248861,0.288574,0.16643,0
1,DODGE,0.475832,0.091138,0.123168,0.154775,0
0.666667,CHEVROLET,0.797497,0.082369,0.109336,0.268476,0
0.333333,CHEVROLET,0.547028,0.191384,0.207287,0.190307,0
0.777778,DODGE,0.698725,0.089667,0.113323,0.227544,1
0.333333,CHEVROLET,0.48292,0.20301,0.236326,0.147527,0
0.333333,PONTIAC,0.588627,0.220575,0.253293,0.214895,0
0.444444,CHRYSLER,0.656783,0.125392,0.146047,0.131751,0
0.444444,CHEVROLET,0.64781,0.134614,0.164059,0.214895,1
0.222222,CHEVROLET,0.545729,0.162267,0.188774,0.190307,0
0.222222,DODGE,0.527937,0.21291,0.241661,0.051592,0
0.333333,FORD,0.430879,0.14276,0.172941,0.100483,0
0.666667,KIA,0.671771,0.063842,0.080957,0.048465,0
0.666667,FORD,0.400849,0.101717,0.116128,0.083002,1
0.333333,PONTIAC,0.682664,0.193421,0.223759,0.092524,0
0.555556,HYUNDAI,0.799868,0.127655,0.161226,0.083997,1
0.555556,PONTIAC,0.675802,0.139026,0.171814,0.015208,1
0.333333,PONTIAC,0.613525,0.191837,0.219332,0.048465,0
0.333333,SUZUKI,0.192755,0.142477,0.159027,0,1
0.777778,FORD,0.496943,0.060985,0.079362,0.178368,0
0.333333,CHEVROLET,0.714254,0.183209,0.205775,0.25867,0
0.222222,CHRYSLER,0.384311,0.188075,0.19824,0.072911,0
0.444444,DODGE,0.397522,0.073601,0.099574,0.012933,1
0.333333,KIA,0.556073,0.228156,0.25761,0.037806,0
0.111111,CHRYSLER,0.41948,0.17065,0.177506,0.088687,0
0.555556,JEEP,0.633995,0.1487,0.153609,0.031836,1
0.666667,CHRYSLER,0.698698,0.083925,0.115441,0.129477,1
0.333333,MAZDA,0.5146,0.194043,0.225134,0.093235,0
0.111111,TOYOTA,0.384726,0.27975,0.305129,0.002843,0
0.444444,CHEVROLET,0.606879,0.146607,0.179651,0.115122,0
0.444444,CHEVROLET,0.507918,0.147145,0.182401,0.093235,0
0.333333,DODGE,0.510839,0.183407,0.208497,0.051592,0
0.555556,NISSAN,0.744716,0.147908,0.162931,0.018761,0
0.555556,CHRYSLER,0.602758,0.210449,0.238114,0.131751,0
0.444444,FORD,0.508305,0.119933,0.168294,0.051592,0
0.555556,DODGE,0.515601,0.081577,0.109006,0.107021,0
0.444444,DODGE,0.428155,0.172998,0.210147,0.088687,0
0.444444,CHEVROLET,0.774682,0.21984,0.259068,0.166003,0
0.444444,FORD,0.674945,0.205103,0.242926,0.048465,0
0.333333,KIA,0.493228,0.171159,0.201155,0.029704,0
0.333333,CHEVROLET,0.500496,0.211467,0.234511,0.093235,0
0.444444,CHEVROLET,0.701656,0.162267,0.188774,0.129477,1
0.444444,FORD,0.750406,0.14706,0.176323,0.074048,0
0.555556,SUZUKI,0.482073,0.08681,0.108731,0.006111,0
0.111111,CHRYSLER,0.393752,0.243798,0.249828,0.052871,0
0.333333,TOYOTA,0.610206,0.312251,0.342115,0.015208,0
0.444444,KIA,0.695208,0.177722,0.2077,0.147953,0
0.333333,PONTIAC,0.670833,0.170085,0.204647,0.214895,0
0.222222,DODGE,0.392463,0.208243,0.224777,0.032831,0
0.777778,MITSUBISHI,0.509775,0.070121,0.086924,0.052729,0
0.555556,KIA,0.666676,0.193392,0.196013,0.14838,0
0.222222,CHEVROLET,0.603163,0.193986,0.213914,0.081865,1
0.222222,SATURN,0.396214,0.188527,0.20748,0.022882,0
0.666667,NISSAN,0.607492,0.188499,0.216197,0.015208,1
0.777778,MERCURY,0.565911,0.069584,0.097566,0.09423,0
0.444444,PONTIAC,0.583965,0.159025,0.187598,0.176379,0
0.444444,FORD,0.823684,0.146692,0.174646,0.18647,0
0.222222,CHEVROLET,0.37018,0.186915,0.190953,0.022882,0
0.555556,DODGE,0.723037,0.241733,0.281479,0.147953,0
0.555556,SATURN,0.496023,0.103669,0.126028,0.112138,0
0.333333,CHRYSLER,0.416703,0.140101,0.164774,0.088687,0
0.555556,CHEVROLET,0.743228,0.104065,0.13084,0.240193,0
0.555556,CHEVROLET,0.631741,0.123639,0.159274,0.115122,0
0.222222,MAZDA,0.375113,0.297344,0.333095,0.042922,0
0.666667,HYUNDAI,0.531734,0.06404,0.086649,0.010091,0
0.888889,DODGE,0.837418,0.048398,0.065255,0.167567,0
0.333333,SUZUKI,0.2298,0.111504,0.128448,0,0
0.777778,CHRYSLER,0.718735,0.08005,0.107823,0.227544,0
0.888889,CHEVROLET,0.592378,0.136452,0.155314,0.141131,0
0.666667,GMC,0.493832,0.072922,0.090087,0.178368,0
0.444444,DODGE,0.585967,0.109637,0.141785,0.134878,0
0.444444,TOYOTA,0.64873,0.18485,0.202145,0.015208,0
0.666667,FORD,0.583063,0.102141,0.158394,0.037806,1
0.444444,PONTIAC,0.641489,0.145136,0.176708,0.214895,0
0.444444,PONTIAC,0.648451,0.186434,0.215234,0.214895,0
0.555556,DODGE,0.766277,0.107459,0.124295,0.184906,0
0.555556,BUICK,0.612019,0.152264,0.19241,0.248152,1
1,FORD,0.693071,0.046135,0.0674,0.116686,1
0.444444,FORD,0.583108,0.254462,0.305266,0.107021,0
0.333333,CHEVROLET,0.709411,0.20878,0.239406,0.055571,0
0.333333,CHEVROLET,0.766485,0.150624,0.171401,0.055571,1
0.444444,NISSAN,0.795161,0.232427,0.270975,0.043064,0
0.666667,FORD,0.630361,0.080333,0.108373,0.065094,0
0.222222,CHRYSLER,0.37431,0.187028,0.20044,0.072911,0
0.333333,DODGE,0.402437,0.14457,0.164086,0.072911,0
0.222222,CHRYSLER,0.424702,0.185331,0.201787,0.065094,0
0.777778,FORD,0.810897,0.104432,0.148274,0.065094,0
0.666667,CHRYSLER,0.692557,0.090855,0.113131,0.147953,0
0.444444,DODGE,0.329636,0.248946,0.298831,0.032831,1
0.555556,GMC,0.566966,0.204877,0.232559,0.079306,0
0.444444,CHRYSLER,0.666405,0.27579,0.305706,0.131751,0
0.333333,TOYOTA,0.627412,0.294034,0.309033,0.015208,0
0.444444,DODGE,0.421554,0.253981,0.292287,0.041501,0
0.333333,CHEVROLET,0.543646,0.189772,0.214162,0.176379,0
0.444444,NISSAN,0.666071,0.176251,0.214024,0.031836,0
0.666667,CHRYSLER,0.755925,0.075694,0.098474,0.111001,0
0.777778,SATURN,0.625996,0.061013,0.082607,0.207646,1
0.444444,JEEP,0.618178,0.283427,0.32545,0.181637,0
0.333333,CHRYSLER,0.68151,0.220151,0.280214,0.184906,0
0.555556,GMC,0.588113,0.212825,0.251863,0.214895,0
0.888889,DODGE,0.457301,0.049953,0.070837,0.154775,0
0.333333,CHEVROLET,0.65378,0.214466,0.234511,0.214895,0
0.444444,PONTIAC,0.666279,0.169434,0.197333,0.115122,0
0.555556,FORD,0.488295,0.120527,0.141895,0.006111,0
0.111111,CHRYSLER,0.298344,0.229259,0.233274,0.059693,0
0.666667,HYUNDAI,0.706426,0.047549,0.064568,0.074048,0
0.333333,CHRYSLER,0.460764,0.163579,0.179238,0.088687,0
0.333333,DODGE,0.464849,0.216983,0.261488,0.006111,0
0.444444,DODGE,0.803088,0.227336,0.266465,0.145395,0
0.888889,CHRYSLER,0.70887,0.091817,0.112003,0.190591,1
0.333333,FORD,0.748521,0.197494,0.249856,0.184906,1
0.333333,CHEVROLET,0.710565,0.23387,0.26267,0.240193,0
0.555556,FORD,0.844101,0.093599,0.113956,0.083997,0
0.444444,CHRYSLER,0.566876,0.131927,0.160346,0.134878,0
0.555556,CHEVROLET,0.769505,0.255622,0.287502,0.206936,0
0.666667,BUICK,0.508197,0.124289,0.158889,0.419699,1
0.555556,HYUNDAI,0.559012,0.169547,0.19065,0.023877,0
0.777778,PONTIAC,0.534881,0.089865,0.114121,0.052729,1
0.444444,DODGE,0.747277,0.132011,0.156552,0.184906,0
0.111111,DODGE,0.430779,0.186632,0.194308,0.041501,0
0.777778,SATURN,0.664268,0.068283,0.097264,0.29079,0
0.222222,CHRYSLER,0.552339,0.185557,0.2033,0.107021,0
0.777778,HYUNDAI,0.655467,0.053517,0.068775,0.124503,1
0.333333,CHEVROLET,0.754184,0.375329,0.439186,0.240193,0
0.333333,KIA,0.565595,0.141516,0.145635,0.010091,0
